order_id,invoiceLineNumber,quantity,unitOfMeasure,unitPrice,unitPrice_currency,ref_lineNumber,description,subtotal,subtotal_currency,dist_accounting_id,dist_accounting_name,dist_accounting_desc
,1,1.00,EA,8487.91,GBP,,Check Line detail in the attached invoice.,8487.91,GBP,,,
